GEO_ID,FIPS_State,FIPS_County,NAME,County,State,Stabr,Population_2019,Unemployment rate 2019,Percent w/o Health insurance,"MOE, % w/o health ins.",Poverty Rate (%),"MOE, Poverty Rate (%)",Percent received SNAP (2018),MOE SNAP,Percent with no home computer (2018),MOE No Computer,Percent with no home Internet (2018),MOE no Internet,Percent with home Broadband (2018),MOE Broadband,Number of Broadband providers (2019),"Population for whom broadband available, 2019 (%)","Lowest broadband cost per month, 2019 ($)"
0500000US18101,18,101,"Martin County, Indiana",Martin,Indiana,IN,10255,2.6     ,9.2     ,2.4     ,12.4     ,2.4     ,9.0,2.1,19.6,2.9,27.4,3.8,70.8,3.7,2,79.6,79.99
0500000US18103,18,103,"Miami County, Indiana",Miami,Indiana,IN,35516,3.9     ,9.5     ,1.4     ,16.4     ,2.0     ,13.6,1.5,15.3,2.1,27.3,2.5,72.2,2.4,5,89.6,58.25
0500000US18105,18,105,"Monroe County, Indiana",Monroe,Indiana,IN,148431,3.3     ,7.7     ,0.8     ,24.3     ,1.0     ,8.2,0.8,7.1,0.7,16.9,1.1,82.8,1.1,6,73.3,51.00
0500000US18107,18,107,"Montgomery County, Indiana",Montgomery,Indiana,IN,38338,3.1     ,9.5     ,1.2     ,10.1     ,1.4     ,9.8,1.5,11.8,1.3,21.2,1.8,78.2,1.7,10,97.8,58.73
0500000US18109,18,109,"Morgan County, Indiana",Morgan,Indiana,IN,70489,3.1     ,8.1     ,1.1     ,11.3     ,1.4     ,8.9,1.0,11.2,1.3,20.7,1.7,78.4,1.7,5,75.5,65.19
0500000US18111,18,111,"Newton County, Indiana",Newton,Indiana,IN,13984,4.1     ,8.7     ,2.4     ,13.4     ,3.2     ,10.4,2.4,10.7,1.9,20.6,3.0,78.4,3.0,3,72.1,43.97
0500000US18113,18,113,"Noble County, Indiana",Noble,Indiana,IN,47744,3.1     ,8.0     ,1.0     ,7.5     ,1.2     ,7.8,1.5,13.4,1.4,21.2,1.9,77.6,1.8,5,67.6,69.30
0500000US18115,18,115,"Ohio County, Indiana",Ohio,Indiana,IN,5875,3.5     ,5.8     ,1.9     ,6.1     ,2.0     ,7.6,3.0,20.3,3.8,25.8,4.0,73.7,4.0,1,62.3,87.47
0500000US18117,18,117,"Orange County, Indiana",Orange,Indiana,IN,19646,3.5     ,8.7     ,1.6     ,16.2     ,3.0     ,13.3,2.0,22.9,2.3,33.8,3.0,64.9,3.0,5,96.1,67.97
0500000US18119,18,119,"Owen County, Indiana",Owen,Indiana,IN,20799,4.0     ,11.4     ,1.9     ,16.2     ,3.3     ,12.6,2.6,21.5,3.3,31.5,3.7,67.8,3.8,7,96.7,66.40
0500000US18121,18,121,"Parke County, Indiana",Parke,Indiana,IN,16937,3.8     ,15.1     ,2.6     ,14.7     ,2.8     ,13.4,2.7,23.7,3.4,33.5,3.5,66.2,3.5,3,92.9,55.47
0500000US18123,18,123,"Perry County, Indiana",Perry,Indiana,IN,19169,3.3     ,5.9     ,1.4     ,14.1     ,2.1     ,9.5,1.8,20.8,2.6,28.5,2.9,70.3,2.9,3,53.7,61.32
0500000US18125,18,125,"Pike County, Indiana",Pike,Indiana,IN,12389,3.3     ,3.7     ,1.2     ,11.5     ,2.7     ,8.4,1.7,20.4,2.8,33.5,3.7,65.2,3.7,5,62.8,63.12
0500000US18127,18,127,"Porter County, Indiana",Porter,Indiana,IN,170389,3.7     ,6.3     ,0.5     ,10.2     ,1.0     ,7.1,0.8,8.9,0.7,16.5,1.0,82.7,1.0,4,89.2,61.98
0500000US18129,18,129,"Posey County, Indiana",Posey,Indiana,IN,25427,2.7     ,4.5     ,1.0     ,10.1     ,1.8     ,8.6,1.6,11.6,2.1,23.7,2.8,75.6,2.9,4,68.2,53.23
0500000US18131,18,131,"Pulaski County, Indiana",Pulaski,Indiana,IN,12353,3.1     ,7.7     ,1.7     ,13.7     ,3.3     ,11.4,2.6,15.4,2.6,25.9,3.5,72.7,3.6,2,68.7,37.99
0500000US18133,18,133,"Putnam County, Indiana",Putnam,Indiana,IN,37576,3.5     ,8.0     ,1.6     ,12.4     ,2.0     ,9.7,1.9,11.2,2.0,21.7,2.9,77.4,2.8,5,69.5,66.98
0500000US18135,18,135,"Randolph County, Indiana",Randolph,Indiana,IN,24665,3.7     ,11.0     ,1.7     ,15.9     ,1.9     ,12.0,1.6,15.2,2.0,26.9,2.5,71.9,2.5,5,76.8,79.99
0500000US18137,18,137,"Ripley County, Indiana",Ripley,Indiana,IN,28324,3.3     ,7.3     ,1.2     ,11.6     ,2.0     ,7.0,1.2,14.4,1.6,25.2,2.1,73.9,2.0,7,95.2,64.92
0500000US18139,18,139,"Rush County, Indiana",Rush,Indiana,IN,16581,2.7     ,12.1     ,3.0     ,17.1     ,3.0     ,10.3,2.1,17.1,2.9,36.7,3.7,63.0,3.7,2,74.1,57.50
0500000US18141,18,141,"St. Joseph County, Indiana",St. Joseph,Indiana,IN,271826,3.6     ,9.1     ,0.6     ,15.7     ,0.8     ,11.5,0.7,14.8,0.9,23.1,1.0,76.4,1.0,2,74.2,37.99
0500000US18143,18,143,"Scott County, Indiana",Scott,Indiana,IN,23873,3.6     ,8.9     ,1.8     ,15.6     ,3.3     ,10.4,2.0,19.0,3.7,32.5,3.8,66.4,3.7,3,48.3,62.45
0500000US18145,18,145,"Shelby County, Indiana",Shelby,Indiana,IN,44729,2.9     ,7.1     ,0.9     ,11.2     ,1.5     ,10.2,1.2,14.1,1.7,25.5,2.3,73.7,2.4,1,78.3,87.47
0500000US18147,18,147,"Spencer County, Indiana",Spencer,Indiana,IN,20277,3.1     ,5.1     ,1.0     ,9.4     ,1.8     ,7.7,1.5,18.2,2.0,28.8,2.3,69.9,2.3,1,29.6,59.99
0500000US18149,18,149,"Starke County, Indiana",Starke,Indiana,IN,22995,4.3     ,6.5     ,1.2     ,14.1     ,2.8     ,12.4,2.1,16.8,1.7,27.9,2.6,71.0,2.5,3,63.1,65.00
0500000US18151,18,151,"Steuben County, Indiana",Steuben,Indiana,IN,34594,2.7     ,8.8     ,1.5     ,11.0     ,1.7     ,6.9,1.4,11.3,1.4,19.7,2.1,79.4,2.2,4,73.5,53.30
0500000US18153,18,153,"Sullivan County, Indiana",Sullivan,Indiana,IN,20669,4.3     ,11.6     ,2.4     ,13.1     ,2.5     ,13.7,2.5,19.5,3.5,33.8,3.2,65.5,3.3,2,73.6,57.98
0500000US18155,18,155,"Switzerland County, Indiana",Switzerland,Indiana,IN,10751,3.3     ,11.4     ,3.6     ,20.1     ,4.1     ,11.1,2.8,19.7,3.1,29.7,3.9,68.1,4.1,4,97.4,59.24
0500000US18157,18,157,"Tippecanoe County, Indiana",Tippecanoe,Indiana,IN,195732,2.9     ,9.0     ,0.6     ,20.6     ,1.1     ,8.7,0.8,6.6,0.5,17.3,1.0,82.3,1.0,4,77.2,78.31
0500000US18159,18,159,"Tipton County, Indiana",Tipton,Indiana,IN,15148,2.7     ,6.1     ,1.6     ,8.1     ,1.9     ,6.5,2.0,12.4,2.2,24.3,3.1,74.6,3.1,6,93.9,61.32
0500000US18161,18,161,"Union County, Indiana",Union,Indiana,IN,7054,3.3     ,8.6     ,1.9     ,8.8     ,1.8     ,7.9,2.2,16.2,3.5,32.0,4.4,67.5,4.5,4,54.1,58.97
0500000US18163,18,163,"Vanderburgh County, Indiana",Vanderburgh,Indiana,IN,181451,3.1     ,8.2     ,0.6     ,17.3     ,1.1     ,12.1,0.8,12.9,0.7,21.8,0.9,77.9,0.9,2,49.9,55.00
0500000US18165,18,165,"Vermillion County, Indiana",Vermillion,Indiana,IN,15498,5.2     ,7.0     ,1.3     ,15.2     ,2.5     ,13.2,3.0,14.5,2.4,22.1,2.8,77.6,2.8,3,48.1,46.50
0500000US18167,18,167,"Vigo County, Indiana",Vigo,Indiana,IN,107038,4.3     ,8.5     ,0.7     ,18.8     ,1.2     ,14.7,1.2,13.4,1.0,22.7,1.3,76.7,1.4,8,96.0,58.32
0500000US18169,18,169,"Wabash County, Indiana",Wabash,Indiana,IN,30996,3.1     ,7.7     ,1.2     ,12.7     ,2.1     ,8.7,1.2,12.5,1.4,26.9,2.0,72.0,2.1,1,63.5,89.80
0500000US18171,18,171,"Warren County, Indiana",Warren,Indiana,IN,8265,3.0     ,4.4     ,1.5     ,10.4     ,2.6     ,9.1,2.2,11.8,2.5,22.8,3.2,76.2,3.3,2,82.0,70.00
0500000US18173,18,173,"Warrick County, Indiana",Warrick,Indiana,IN,62998,2.9     ,5.5     ,0.9     ,7.6     ,1.1     ,5.9,1.0,9.2,1.3,16.7,1.7,82.7,1.7,8,92.5,61.97
0500000US18175,18,175,"Washington County, Indiana",Washington,Indiana,IN,28036,3.3     ,9.5     ,1.6     ,13.1     ,1.9     ,13.0,1.9,21.9,2.5,32.4,2.7,66.4,2.8,2,59.1,55.00
0500000US18177,18,177,"Wayne County, Indiana",Wayne,Indiana,IN,65884,3.6     ,12.0     ,1.2     ,16.3     ,1.7     ,14.9,1.5,15.5,1.3,30.2,1.7,69.0,1.7,4,79.1,58.25
0500000US18179,18,179,"Wells County, Indiana",Wells,Indiana,IN,28296,2.7     ,6.8     ,1.2     ,9.5     ,1.7     ,8.8,1.7,14.2,2.0,24.1,2.5,75.3,2.5,2,66.9,57.98
0500000US18181,18,181,"White County, Indiana",White,Indiana,IN,24102,2.7     ,9.3     ,1.5     ,8.7     ,1.6     ,8.5,1.7,12.9,2.0,22.7,2.5,76.6,2.5,6,71.8,66.65
0500000US18183,18,183,"Whitley County, Indiana",Whitley,Indiana,IN,33964,2.9     ,6.2     ,1.1     ,9.2     ,1.8     ,6.3,1.4,10.0,1.3,20.8,2.1,78.0,2.1,1,42.6,66.25
0500000US19001,19,001,"Adair County, Iowa",Adair,Iowa,IA,7152,2.4     ,6.3     ,1.9     ,9.1     ,2.0     ,11.8,2.1,14.8,2.2,26.7,3.0,72.0,3.0,2,77.6,58.65
0500000US19003,19,003,"Adams County, Iowa",Adams,Iowa,IA,3602,1.7     ,5.5     ,1.8     ,11.5     ,2.3     ,8.8,2.5,16.9,2.8,26.7,3.9,72.3,4.0,2,69.9,74.99
0500000US19005,19,005,"Allamakee County, Iowa",Allamakee,Iowa,IA,13687,3.5     ,7.5     ,1.9     ,9.5     ,2.1     ,9.8,1.9,19.6,2.8,28.8,2.8,70.6,2.9,2,83.8,58.99
0500000US19007,19,007,"Appanoose County, Iowa",Appanoose,Iowa,IA,12426,3.6     ,6.9     ,1.9     ,16.1     ,2.9     ,16.1,2.3,17.9,2.3,31.6,3.1,67.6,3.0,7,96.3,75.32
0500000US19009,19,009,"Audubon County, Iowa",Audubon,Iowa,IA,5496,2.5     ,5.4     ,1.6     ,10.2     ,2.1     ,8.6,2.1,17.8,2.5,28.4,3.1,70.7,3.3,2,84.6,59.99
0500000US19011,19,011,"Benton County, Iowa",Benton,Iowa,IA,25645,3.0     ,2.7     ,0.7     ,9.2     ,1.8     ,7.3,1.4,12.7,1.5,21.8,1.9,76.8,1.8,5,96.6,67.59
0500000US19013,19,013,"Black Hawk County, Iowa",Black Hawk,Iowa,IA,131228,3.2     ,5.6     ,0.7     ,16.0     ,1.1     ,13.0,0.8,12.9,0.7,20.4,1.0,79.1,1.0,4,85.0,62.97
0500000US19015,19,015,"Boone County, Iowa",Boone,Iowa,IA,26234,2.4     ,3.1     ,0.7     ,8.0     ,1.6     ,9.8,2.1,10.2,1.5,20.8,2.0,78.4,2.0,6,84.0,67.48
0500000US19017,19,017,"Bremer County, Iowa",Bremer,Iowa,IA,25062,2.3     ,3.2     ,0.7     ,8.2     ,1.4     ,5.4,1.0,12.6,1.6,19.4,1.7,79.7,1.7,7,95.9,65.00
0500000US19019,19,019,"Buchanan County, Iowa",Buchanan,Iowa,IA,21175,2.8     ,5.2     ,1.3     ,9.5     ,1.4     ,9.9,1.9,15.0,1.5,21.9,2.0,76.8,2.0,6,90.2,103.32
0500000US19021,19,021,"Buena Vista County, Iowa",Buena Vista,Iowa,IA,19620,2.1     ,9.7     ,2.1     ,13.0     ,2.3     ,13.1,2.2,12.0,1.7,20.5,2.4,78.7,2.4,3,10.2,70.00
0500000US19023,19,023,"Butler County, Iowa",Butler,Iowa,IA,14439,3.2     ,3.2     ,0.8     ,9.4     ,1.6     ,7.4,1.2,18.1,1.8,25.4,2.1,72.8,2.1,5,84.0,63.31
0500000US19025,19,025,"Calhoun County, Iowa",Calhoun,Iowa,IA,9668,2.6     ,3.3     ,0.9     ,13.3     ,2.0     ,9.4,1.5,14.8,1.8,23.3,2.3,75.9,2.4,10,85.6,61.35
0500000US19027,19,027,"Carroll County, Iowa",Carroll,Iowa,IA,20165,1.9     ,2.5     ,0.8     ,8.8     ,1.1     ,8.0,1.6,16.5,1.8,22.5,1.8,76.7,1.8,8,56.7,59.16
0500000US19029,19,029,"Cass County, Iowa",Cass,Iowa,IA,12836,2.8     ,4.8     ,0.9     ,11.6     ,2.6     ,14.6,2.5,15.5,2.2,27.1,3.4,72.1,3.5,5,63.2,65.24
0500000US19031,19,031,"Cedar County, Iowa",Cedar,Iowa,IA,18627,2.5     ,2.2     ,0.7     ,6.4     ,1.1     ,5.2,1.2,13.6,1.9,19.6,2.3,78.3,2.7,5,73.2,63.97
0500000US19033,19,033,"Cerro Gordo County, Iowa",Cerro Gordo,Iowa,IA,42450,2.7     ,5.6     ,1.0     ,11.4     ,1.3     ,12.0,1.7,14.8,1.5,23.0,1.6,76.6,1.7,6,95.3,64.98
0500000US19035,19,035,"Cherokee County, Iowa",Cherokee,Iowa,IA,11235,2.5     ,4.3     ,1.6     ,9.7     ,2.6     ,11.2,3.0,15.0,2.7,18.8,2.7,80.3,2.7,2,74.8,57.50
0500000US19037,19,037,"Chickasaw County, Iowa",Chickasaw,Iowa,IA,11933,2.9     ,4.9     ,1.7     ,7.4     ,1.9     ,6.7,1.5,17.1,2.0,23.6,2.2,74.3,2.2,10,74.6,59.85
0500000US19039,19,039,"Clarke County, Iowa",Clarke,Iowa,IA,9395,2.9     ,5.9     ,2.1     ,14.4     ,4.3     ,14.2,4.3,12.8,2.5,23.4,3.8,76.2,3.9,2,0.7,61.19
0500000US19041,19,041,"Clay County, Iowa",Clay,Iowa,IA,16016,2.8     ,3.7     ,1.2     ,12.1     ,2.9     ,12.5,3.0,11.5,2.4,21.6,3.4,77.9,3.4,4,65.9,63.70
0500000US19043,19,043,"Clayton County, Iowa",Clayton,Iowa,IA,17549,3.7     ,6.2     ,2.0     ,9.0     ,1.6     ,9.9,1.4,20.5,1.7,27.1,2.2,71.9,2.2,8,92.9,59.98
0500000US19045,19,045,"Clinton County, Iowa",Clinton,Iowa,IA,46429,3.7     ,4.1     ,0.6     ,12.3     ,1.4     ,13.4,1.4,17.4,1.7,23.4,1.6,75.9,1.6,3,63.7,68.97
0500000US19047,19,047,"Crawford County, Iowa",Crawford,Iowa,IA,16820,3.6     ,8.1     ,1.6     ,15.8     ,2.9     ,11.5,2.8,17.9,2.5,25.6,3.1,73.5,3.1,5,80.5,59.98
0500000US19049,19,049,"Dallas County, Iowa",Dallas,Iowa,IA,93453,2.0     ,3.0     ,0.5     ,5.9     ,1.0     ,6.2,0.8,5.6,0.7,11.6,1.1,88.0,1.1,5,92.1,66.66
0500000US19051,19,051,"Davis County, Iowa",Davis,Iowa,IA,9000,2.9     ,26.0     ,5.3     ,12.3     ,4.3     ,10.2,2.8,28.2,4.5,36.6,4.6,62.8,4.6,3,71.0,61.24
0500000US19053,19,053,"Decatur County, Iowa",Decatur,Iowa,IA,7870,2.2     ,9.4     ,2.4     ,19.6     ,3.3     ,17.1,2.7,20.0,3.2,29.6,3.6,69.7,3.6,5,83.5,56.64
0500000US19055,19,055,"Delaware County, Iowa",Delaware,Iowa,IA,17011,2.4     ,2.9     ,1.0     ,8.5     ,2.1     ,6.2,1.7,14.6,2.0,22.7,2.6,75.2,2.6,2,77.6,68.31
0500000US19057,19,057,"Des Moines County, Iowa",Des Moines,Iowa,IA,38967,4.0     ,5.3     ,0.9     ,15.4     ,1.9     ,16.2,1.8,15.6,1.5,24.6,2.0,74.9,2.0,6,98.3,61.98
0500000US19059,19,059,"Dickinson County, Iowa",Dickinson,Iowa,IA,17258,2.9     ,4.2     ,1.0     ,8.0     ,1.8     ,6.3,1.4,10.4,1.7,18.4,2.3,81.2,2.3,5,61.0,65.24
0500000US19061,19,061,"Dubuque County, Iowa",Dubuque,Iowa,IA,97311,2.6     ,3.8     ,0.5     ,11.7     ,0.9     ,9.7,0.8,11.5,0.7,18.2,0.9,81.1,0.9,5,39.1,62.49
0500000US19063,19,063,"Emmet County, Iowa",Emmet,Iowa,IA,9208,2.6     ,7.1     ,1.9     ,12.1     ,2.5     ,12.1,2.8,16.3,2.6,26.6,3.5,72.7,3.4,5,77.3,63.31
0500000US19065,19,065,"Fayette County, Iowa",Fayette,Iowa,IA,19650,3.6     ,5.5     ,1.3     ,12.4     ,2.0     ,12.4,1.8,16.4,1.6,24.5,2.0,73.9,2.1,2,71.4,63.19
0500000US19067,19,067,"Floyd County, Iowa",Floyd,Iowa,IA,15642,3.6     ,8.9     ,2.3     ,15.7     ,2.9     ,13.2,2.7,18.6,2.4,26.1,3.1,73.7,3.1,10,85.3,64.98
0500000US19069,19,069,"Franklin County, Iowa",Franklin,Iowa,IA,10070,2.3     ,4.2     ,1.0     ,12.8     ,3.5     ,10.8,2.9,22.4,3.0,30.7,3.6,67.4,3.5,6,79.7,57.99
0500000US19071,19,071,"Fremont County, Iowa",Fremont,Iowa,IA,6960,2.8     ,5.0     ,1.3     ,9.5     ,1.6     ,10.8,1.5,14.2,2.0,23.2,2.5,74.9,2.5,9,97.0,60.98
0500000US19073,19,073,"Greene County, Iowa",Greene,Iowa,IA,8888,2.4     ,3.6     ,0.9     ,8.9     ,1.6     ,14.5,2.3,13.2,2.1,24.8,3.2,74.2,3.3,8,99.2,69.00
0500000US19075,19,075,"Grundy County, Iowa",Grundy,Iowa,IA,12232,2.8     ,2.3     ,0.7     ,6.1     ,1.1     ,5.9,1.4,14.2,1.6,19.9,2.2,79.2,2.1,2,82.1,66.64
0500000US19077,19,077,"Guthrie County, Iowa",Guthrie,Iowa,IA,10689,3.0     ,3.9     ,0.9     ,11.1     ,1.8     ,8.7,1.5,15.9,2.0,24.2,2.5,74.1,2.6,12,97.3,60.10
0500000US19079,19,079,"Hamilton County, Iowa",Hamilton,Iowa,IA,14773,2.9     ,4.2     ,1.0     ,9.7     ,2.2     ,8.5,2.4,15.9,2.5,24.7,3.5,74.4,3.4,9,92.3,66.24
0500000US19081,19,081,"Hancock County, Iowa",Hancock,Iowa,IA,10630,2.4     ,3.3     ,0.9     ,8.1     ,1.6     ,5.6,1.3,16.3,2.6,24.5,2.9,74.9,2.9,5,91.5,61.25
0500000US19083,19,083,"Hardin County, Iowa",Hardin,Iowa,IA,16846,3.2     ,3.9     ,0.8     ,7.9     ,1.4     ,6.7,1.1,18.3,2.2,27.3,2.2,71.4,2.3,7,78.5,74.99
0500000US19085,19,085,"Harrison County, Iowa",Harrison,Iowa,IA,14049,2.4     ,5.1     ,1.2     ,10.1     ,1.5     ,10.7,1.6,16.0,1.8,27.1,2.1,71.3,2.1,5,77.0,59.26
0500000US19087,19,087,"Henry County, Iowa",Henry,Iowa,IA,19954,2.7     ,4.1     ,1.0     ,10.8     ,1.9     ,11.4,2.1,14.5,2.0,24.5,2.3,74.5,2.3,7,77.4,79.99
0500000US19089,19,089,"Howard County, Iowa",Howard,Iowa,IA,9158,2.8     ,4.1     ,1.1     ,11.9     ,3.0     ,7.9,2.3,17.6,3.0,25.5,3.5,73.2,3.4,4,77.4,63.98
0500000US19091,19,091,"Humboldt County, Iowa",Humboldt,Iowa,IA,9558,2.7     ,4.1     ,1.0     ,11.7     ,2.3     ,11.6,1.7,17.5,2.2,24.2,2.6,75.0,2.6,2,69.3,59.97
0500000US19093,19,093,"Ida County, Iowa",Ida,Iowa,IA,6860,2.0     ,3.5     ,0.9     ,10.5     ,2.4     ,11.4,2.5,17.6,2.1,24.4,2.7,74.1,2.8,2,66.5,63.31
0500000US19095,19,095,"Iowa County, Iowa",Iowa,Iowa,IA,16184,2.2     ,5.6     ,1.3     ,8.2     ,1.8     ,4.4,1.3,12.6,1.8,24.1,2.9,73.8,3.0,10,97.6,57.49
0500000US19097,19,097,"Jackson County, Iowa",Jackson,Iowa,IA,19439,3.2     ,4.5     ,0.9     ,12.4     ,1.8     ,11.3,1.7,18.2,2.3,23.9,2.3,75.1,2.3,4,86.4,59.18
0500000US19099,19,099,"Jasper County, Iowa",Jasper,Iowa,IA,37185,2.9     ,3.6     ,0.7     ,9.8     ,1.7     ,13.4,1.7,13.9,1.6,22.5,2.1,76.4,2.1,5,82.5,59.97
0500000US19101,19,101,"Jefferson County, Iowa",Jefferson,Iowa,IA,18295,2.4     ,4.6     ,1.2     ,14.2     ,2.9     ,14.3,2.8,13.7,2.5,21.9,3.3,76.9,3.4,4,37.5,62.47
0500000US19103,19,103,"Johnson County, Iowa",Johnson,Iowa,IA,151140,2.0     ,5.5     ,0.7     ,17.8     ,1.1     ,7.3,0.7,5.6,0.6,11.9,1.0,87.7,1.0,6,98.8,66.66
0500000US19105,19,105,"Jones County, Iowa",Jones,Iowa,IA,20681,3.2     ,3.8     ,0.9     ,10.1     ,1.7     ,8.1,1.5,17.1,2.1,24.6,2.3,74.4,2.4,8,90.5,64.75
0500000US19107,19,107,"Keokuk County, Iowa",Keokuk,Iowa,IA,10246,3.3     ,3.8     ,0.9     ,10.4     ,1.8     ,11.4,2.2,18.4,2.2,25.6,2.1,73.4,2.1,5,79.5,63.32
0500000US19109,19,109,"Kossuth County, Iowa",Kossuth,Iowa,IA,14813,2.2     ,5.3     ,1.2     ,9.8     ,1.3     ,9.0,1.6,15.1,1.7,24.0,2.2,75.3,2.2,6,88.7,71.25
0500000US19111,19,111,"Lee County, Iowa",Lee,Iowa,IA,33657,3.9     ,4.6     ,0.9     ,15.2     ,1.8     ,15.9,1.7,16.1,1.4,27.0,1.7,72.3,1.7,6,98.7,59.76
0500000US19113,19,113,"Linn County, Iowa",Linn,Iowa,IA,226706,2.9     ,3.8     ,0.5     ,9.5     ,0.8     ,10.1,0.8,9.8,0.7,16.6,0.7,82.8,0.8,6,68.8,62.47
0500000US19115,19,115,"Louisa County, Iowa",Louisa,Iowa,IA,11035,3.1     ,4.7     ,1.3     ,11.1     ,2.2     ,10.1,2.1,17.3,2.3,23.1,2.6,76.0,2.6,3,61.3,63.99
0500000US19117,19,117,"Lucas County, Iowa",Lucas,Iowa,IA,8600,2.1     ,4.2     ,1.7     ,11.9     ,3.0     ,11.9,2.6,15.2,2.8,25.2,3.4,74.2,3.4,5,65.2,57.47
0500000US19119,19,119,"Lyon County, Iowa",Lyon,Iowa,IA,11755,1.6     ,4.5     ,1.3     ,4.9     ,1.2     ,5.5,1.4,11.3,1.8,19.1,2.7,80.3,2.8,7,94.3,57.85
0500000US19121,19,121,"Madison County, Iowa",Madison,Iowa,IA,16338,3.6     ,3.4     ,1.0     ,6.7     ,1.7     ,7.5,1.9,11.9,2.1,19.7,2.7,79.5,2.8,7,62.4,63.18
0500000US19123,19,123,"Mahaska County, Iowa",Mahaska,Iowa,IA,22095,2.5     ,4.2     ,0.9     ,14.4     ,2.2     ,14.5,2.0,13.9,1.6,21.0,1.9,78.3,1.9,7,87.9,62.62
0500000US19125,19,125,"Marion County, Iowa",Marion,Iowa,IA,33253,2.1     ,3.5     ,1.1     ,9.7     ,1.4     ,11.7,1.8,14.1,1.9,23.1,2.3,76.0,2.4,7,87.0,71.66
0500000US19127,19,127,"Marshall County, Iowa",Marshall,Iowa,IA,39369,4.5     ,6.5     ,1.1     ,10.9     ,1.6     ,11.9,1.9,14.4,1.5,25.7,2.1,73.0,2.1,5,73.2,61.65
0500000US19129,19,129,"Mills County, Iowa",Mills,Iowa,IA,15109,2.3     ,4.6     ,1.1     ,8.6     ,1.6     ,8.0,2.0,11.6,2.4,18.1,2.4,80.4,2.4,4,67.1,74.97
0500000US19131,19,131,"Mitchell County, Iowa",Mitchell,Iowa,IA,10586,1.7     ,7.6     ,1.7     ,9.0     ,2.3     ,4.5,1.3,17.8,2.6,23.0,2.4,76.4,2.4,3,67.0,57.74
0500000US19133,19,133,"Monona County, Iowa",Monona,Iowa,IA,8615,3.0     ,5.9     ,1.7     ,15.7     ,3.4     ,14.9,2.9,17.1,2.8,25.2,3.1,73.6,3.0,7,79.6,61.00
0500000US19135,19,135,"Monroe County, Iowa",Monroe,Iowa,IA,7707,3.1     ,7.5     ,3.3     ,11.7     ,3.2     ,12.9,2.8,14.1,3.2,28.0,5.0,70.8,5.2,5,56.9,54.98
0500000US19137,19,137,"Montgomery County, Iowa",Montgomery,Iowa,IA,9917,2.7     ,3.7     ,1.2     ,16.1     ,3.3     ,17.3,3.0,13.4,2.5,22.9,3.3,76.7,3.4,2,81.2,64.98
0500000US19139,19,139,"Muscatine County, Iowa",Muscatine,Iowa,IA,42664,2.9     ,3.8     ,0.8     ,10.3     ,1.7     ,8.4,1.5,15.0,1.9,23.3,2.0,76.1,2.0,2,60.0,61.63
0500000US19141,19,141,"O'Brien County, Iowa",O'Brien,Iowa,IA,13753,2.2     ,4.6     ,1.5     ,9.7     ,1.8     ,10.3,2.2,14.7,2.7,22.9,3.3,76.1,3.4,4,97.6,66.66
0500000US19143,19,143,"Osceola County, Iowa",Osceola,Iowa,IA,5958,1.9     ,5.4     ,1.3     ,12.0     ,2.6     ,9.7,2.7,13.3,2.5,19.0,3.0,79.8,3.0,5,78.1,65.99
0500000US19145,19,145,"Page County, Iowa",Page,Iowa,IA,15107,2.6     ,4.9     ,1.2     ,11.6     ,1.9     ,10.9,1.8,14.4,1.8,22.4,2.9,76.1,2.9,5,55.2,79.99
0500000US19147,19,147,"Palo Alto County, Iowa",Palo Alto,Iowa,IA,8886,2.2     ,5.0     ,1.5     ,6.6     ,1.7     ,8.9,2.1,13.3,2.0,23.5,2.7,76.3,2.7,5,73.8,59.32
0500000US19149,19,149,"Plymouth County, Iowa",Plymouth,Iowa,IA,25177,2.2     ,4.3     ,0.9     ,9.0     ,1.9     ,6.5,1.3,12.1,1.7,17.4,1.8,82.0,1.9,5,65.3,69.99
0500000US19151,19,151,"Pocahontas County, Iowa",Pocahontas,Iowa,IA,6619,1.9     ,4.7     ,1.0     ,12.3     ,2.1     ,12.0,2.2,15.4,2.5,22.7,3.0,75.6,3.1,4,57.8,74.97
0500000US19153,19,153,"Polk County, Iowa",Polk,Iowa,IA,490161,2.8     ,5.1     ,0.4     ,11.1     ,0.6     ,12.7,0.5,7.9,0.4,16.0,0.5,83.3,0.5,3,55.8,70.24
0500000US19155,19,155,"Pottawattamie County, Iowa",Pottawattamie,Iowa,IA,93206,2.4     ,6.3     ,0.6     ,11.1     ,0.9     ,12.6,0.9,13.8,1.0,23.1,1.3,76.4,1.3,2,78.5,66.24
0500000US19157,19,157,"Poweshiek County, Iowa",Poweshiek,Iowa,IA,18504,2.7     ,6.0     ,1.2     ,10.0     ,1.9     ,9.8,1.9,13.3,1.6,21.6,2.2,76.6,2.3,6,77.4,65.85
0500000US19159,19,159,"Ringgold County, Iowa",Ringgold,Iowa,IA,4894,2.9     ,5.8     ,2.2     ,10.1     ,2.7     ,11.0,2.5,19.0,3.0,27.1,3.4,72.1,3.4,4,54.8,65.99
0500000US19161,19,161,"Sac County, Iowa",Sac,Iowa,IA,9721,2.4     ,5.0     ,1.0     ,10.6     ,1.6     ,7.8,1.6,14.2,1.7,22.8,2.3,76.1,2.3,7,94.6,62.49
